id,resume_id,job_id,degree,field,institution,year,job_requirements,candidate_skills,job_skills,is_match,expected_score_min,expected_score_max
144,resume_000144,job_0145,Diploma,Mathematics,Tech University,2015,Bachelors in any Engineering,JavaScript|Vue.js|CSS|Ruby|Java,Angular|Java|JavaScript,False,0.0,0.4
145,resume_000145,job_0146,BTech,Mechanical Engineering,University of Maryland,2012,Bachelors in Information Technology,Ruby|React|JavaScript|Rust|C#|Flask|Vue.js,HTML|Angular|Python|Ruby,False,0.0,0.4
146,resume_000146,job_0147,Doctorate,Psychology,University of Illinois,2018,Bachelors in any Engineering,Flask|Node.js|CSS|Rust|Django|JavaScript,Python|Django|HTML,False,0.0,0.4
147,resume_000147,job_0148,Bachelors,Business Administration,Technical Institute,2006,Bachelors in any field,Scrum|Testing|Git|Debugging|Agile|CI/CD,Git|Agile|Scrum|Debugging,False,0.0,0.4
148,resume_000148,job_0149,Masters,Business Administration,Tech University,2022,Bachelors in Business Administration|5+ years experience,PowerBI|Computer Vision|Ruby|C#|Go|MongoDB|NLP,Data Analysis|Keras|PostgreSQL,True,0.8,1.0
149,resume_000149,job_0150,High School,Information Technology,University of Texas,2011,Doctorate in Artificial Intelligence|Research experience required|Publications preferred,Rust|C#|Scikit-learn|PowerBI,NLP|NoSQL|C#|TensorFlow|Computer Vision,False,0.0,0.4
150,resume_000150,job_0151,Bachelors,English Literature,Local Institute,2012,Bachelors in Software Engineering,HTML|Vue.js|CSS,Node.js|Flask|Java|Django|React,False,0.0,0.4
151,resume_000151,job_0152,High School,Psychology,Community College,2013,Bachelors in any field,Debugging|Git|Testing|CI/CD|Agile,Git|Agile|CI/CD,False,0.0,0.4
152,resume_000152,job_0153,BTech,Software Engineering,Engineering College,2024,MBA in Computer Science|5+ years experience,TensorFlow|JavaScript|Keras|Ruby|Java,PowerBI|PyTorch|Rust|Computer Vision,False,0.0,0.4
153,resume_000153,job_0154,High School,Data Science,University of Maryland,2006,Diploma in any field,Debugging|Scrum|Git,Debugging|Agile|CI/CD|Git,False,0.0,0.4
154,resume_000154,job_0155,PhD,Data Science,NYU,2015,MBA in Software Engineering|5+ years experience,JavaScript|MongoDB|Data Analysis|Python,PowerBI|Ruby|SQL|Keras|Go,False,0.0,0.4
155,resume_000155,job_0156,Associate,Artificial Intelligence,Online University,2019,Masters in Computer Science|5+ years experience,C++|Data Analysis|NLP|Keras,Scikit-learn|C#|Rust|TensorFlow,False,0.0,0.4
156,resume_000156,job_0157,Bachelors,Software Engineering,Technical Institute,2019,Diploma in any field,Agile|Testing|Debugging|Scrum|CI/CD,Debugging|Git|Agile|CI/CD,False,0.0,0.4
157,resume_000157,job_0158,BTech,Physics,Tech University,2018,Doctorate in Data Science|Research experience required|Publications preferred,NLP|Data Analysis|Computer Vision|Keras,Ruby|NoSQL|JavaScript|Python|Data Analysis,False,0.0,0.4
158,resume_000158,job_0159,PhD,English Literature,University of Michigan,2022,Masters in Information Technology,JavaScript|Vue.js|React|Flask|Angular|CSS,JavaScript|C#|Java|React,False,0.0,0.4
159,resume_000159,job_0160,Doctorate,Finance,Caltech,2016,Doctorate in Mathematics|Research experience required|Publications preferred,Java|Rust|JavaScript|Computer Vision,SQL|Tableau|Java,False,0.0,0.4
160,resume_000160,job_0161,High School,Computer Science,Penn State,2010,Diploma in any field,Agile|Scrum|Git|CI/CD|Debugging,Scrum|Testing|Git|Agile,False,0.0,0.4
161,resume_000161,job_0162,Associate,Physics,Tech University,2017,Bachelors in Information Technology,Ruby|CSS|JavaScript|C#|Java|Angular|Node.js,Python|CSS|Flask,False,0.0,0.4
162,resume_000162,job_0163,Bachelors,English Literature,Purdue University,2018,MBA in Software Engineering|5+ years experience,Scikit-learn|TensorFlow|JavaScript|Keras|C++|Java,Rust|MongoDB|Java,False,0.0,0.4
163,resume_000163,job_0164,BTech,Psychology,Regional University,2022,Bachelors in Software Engineering,Python|Ruby|C++|C#|Angular|Django,Rust|CSS|Ruby|Angular|HTML,False,0.0,0.4
164,resume_000164,job_0165,Doctorate,Artificial Intelligence,MIT,2024,Bachelors in Business Administration|5+ years experience,Scikit-learn|Python|NLP,PyTorch|C++|Go|MongoDB|Rust,False,0.0,0.4
165,resume_000165,job_0166,Bachelors,Software Engineering,Community College,2008,Masters in Computer Science|Research experience required|Publications preferred,C#|NLP|JavaScript|Java|Computer Vision|PowerBI|C++,TensorFlow|Scikit-learn|NLP|Tableau,False,0.0,0.4
166,resume_000166,job_0167,Bachelors,Data Science,City College,2012,Bachelors in any field,Agile|CI/CD|Testing,CI/CD|Git|Scrum|Testing,False,0.0,0.4
167,resume_000167,job_0168,High School,Physics,State University,2006,Bachelors in Computer Science,Node.js|Go|React|Python,Angular|C#|Flask|JavaScript|Python,False,0.0,0.4
168,resume_000168,job_0169,Bachelors,Data Science,Penn State,2011,Masters in Computer Science|5+ years experience,Rust|C#|Go,Keras|JavaScript|Data Analysis|TensorFlow,False,0.0,0.4
169,resume_000169,job_0170,PhD,Software Engineering,Boston University,2017,Doctorate in Computer Science|Research experience required|Publications preferred,SQL|Java|Ruby,Computer Vision|NLP|NoSQL|Python|Tableau,False,0.0,0.4
170,resume_000170,job_0171,Diploma,Artificial Intelligence,Community College,2013,Masters in Information Technology,Java|Angular|HTML|Flask,Angular|Rust|Go,False,0.0,0.4
171,resume_000171,job_0172,Diploma,Computer Science,Tech University,2014,Bachelors in any Engineering,Rust|Vue.js|Django|React|Python|Go|Ruby,CSS|Ruby|Angular|React,False,0.0,0.4
172,resume_000172,job_0173,High School,English Literature,State University,2017,Bachelors in any Engineering,Ruby|Java|C++|Vue.js,React|CSS|Flask,False,0.0,0.4
173,resume_000173,job_0174,Bachelors,Chemistry,City College,2019,Bachelors in Computer Science,Rust|Angular|Ruby|Django,Node.js|HTML|Angular|Python|CSS,False,0.0,0.4
174,resume_000174,job_0175,Diploma,Mathematics,Engineering College,2019,Bachelors in Computer Science,Java|CSS|Python|C++|Angular|Django,CSS|Python|Ruby,False,0.0,0.4
175,resume_000175,job_0176,Bachelors,Chemistry,Engineering College,2015,Bachelors in Computer Science,C#|Django|Java|React,JavaScript|Ruby|Node.js|Vue.js,False,0.0,0.4
176,resume_000176,job_0177,BSc,Information Technology,NYU,2012,Bachelors in any Engineering,Ruby|Node.js|React|HTML|Angular,Rust|Vue.js|Angular|JavaScript,False,0.0,0.4
177,resume_000177,job_0178,High School,Biology,State University,2007,Diploma in any field,Git|CI/CD|Agile|Testing|Debugging|Scrum,Scrum|Agile|Git|Debugging,False,0.0,0.4
178,resume_000178,job_0179,High School,Software Engineering,NUS Singapore,2006,Masters in Computer Science,Java|Go|Rust,Flask|JavaScript|Go|Rust|CSS,False,0.0,0.4
179,resume_000179,job_0180,Masters,Psychology,Penn State,2022,Masters in Data Science|5+ years experience,Java|PyTorch|Python,TensorFlow|C++|JavaScript|Scikit-learn,False,0.0,0.4
180,resume_000180,job_0181,Doctorate,Biology,Stanford University,2018,Doctorate in Physics|Research experience required|Publications preferred,NoSQL|Python|Computer Vision|Ruby|Data Analysis|PostgreSQL|Tableau,Scikit-learn|Go|Tableau,False,0.0,0.4
181,resume_000181,job_0182,High School,Computer Science,Technical Institute,2012,Masters in Business Administration|5+ years experience,Computer Vision|JavaScript|PyTorch,PowerBI|Tableau|NoSQL|Go|C++,False,0.0,0.4
182,resume_000182,job_0183,Bachelors,Chemistry,Local Institute,2020,Bachelors in Software Engineering,Django|JavaScript|Ruby|Go|Flask|HTML|Rust,React|Rust|HTML,False,0.0,0.4
183,resume_000183,job_0184,BSc,Mathematics,State University,2012,PhD in Data Science|Research experience required|Publications preferred,Computer Vision|Data Analysis|Rust|PostgreSQL|Java|NLP|PowerBI,Computer Vision|PostgreSQL|NoSQL|Rust|Data Analysis,False,0.0,0.4
184,resume_000184,job_0185,Masters,Finance,Technical Institute,2022,Bachelors in any field,Agile|Debugging|Testing|Git|Scrum|CI/CD,Git|CI/CD|Agile|Scrum,False,0.0,0.4
185,resume_000185,job_0186,Masters,Electrical Engineering,ETH Zurich,2021,PhD in Mathematics|Research experience required|Publications preferred,NLP|PostgreSQL|Scikit-learn|TensorFlow|MongoDB|SQL|NoSQL,Tableau|Data Analysis|MongoDB,False,0.0,0.4
186,resume_000186,job_0187,High School,Chemistry,Cornell University,2022,Masters in Information Technology,CSS|Angular|HTML|Rust|Python|JavaScript,Django|JavaScript|Angular|Flask,False,0.0,0.4
187,resume_000187,job_0188,Associate,Mechanical Engineering,State University,2016,Bachelors in Computer Science,React|HTML|Ruby|Python|Flask|C#,React|Flask|Rust|Node.js,False,0.0,0.4
188,resume_000188,job_0189,Bachelors,Psychology,City College,2012,Bachelors in Information Technology,JavaScript|C++|Rust|HTML|Go|Flask,Node.js|Flask|Python|React|JavaScript,False,0.0,0.4
189,resume_000189,job_0190,MBA,Artificial Intelligence,Purdue University,2024,Masters in Software Engineering|5+ years experience,Rust|Java|SQL,Keras|Go|TensorFlow,False,0.0,0.4
190,resume_000190,job_0191,High School,Electrical Engineering,Local Institute,2007,Bachelors in Information Technology,React|Node.js|Flask|HTML,Angular|Python|Go,False,0.0,0.4
191,resume_000191,job_0192,Bachelors,Software Engineering,Online University,2013,Masters in Computer Science|Research experience required|Publications preferred,C#|Ruby|Python|Rust|TensorFlow|PyTorch,PowerBI|TensorFlow|Computer Vision|NLP|Keras,False,0.0,0.4
192,resume_000192,job_0193,BTech,Information Technology,Technical Institute,2023,Bachelors in any field,Debugging|Scrum|Testing|Agile|Git|CI/CD,Scrum|Debugging|Testing,False,0.0,0.4
193,resume_000193,job_0194,BSc,Software Engineering,Engineering College,2018,Masters in Mathematics|Research experience required|Publications preferred,C#|Python|NoSQL|PyTorch|TensorFlow,NLP|PowerBI|Java|Go,False,0.0,0.4
194,resume_000194,job_0195,Bachelors,Physics,Purdue University,2020,Masters in Computer Science,Ruby|C#|Java|Rust|JavaScript|HTML|React,Vue.js|CSS|Java,False,0.0,0.4
195,resume_000195,job_0196,Bachelors,Information Technology,Tech University,2012,Masters in Physics|Research experience required|Publications preferred,Tableau|JavaScript|NoSQL|Go|MongoDB|C++|Computer Vision,NLP|MongoDB|PyTorch|Computer Vision|Java,False,0.0,0.4
196,resume_000196,job_0197,Doctorate,Electrical Engineering,University of Illinois,2019,Bachelors in Information Technology,JavaScript|Rust|Ruby|Vue.js,Vue.js|CSS|Python,False,0.0,0.4
197,resume_000197,job_0198,Doctorate,Chemistry,University of Texas,2019,Bachelors in Computer Science,Flask|Vue.js|Go|CSS|Django|Rust|Node.js,Java|React|C++,False,0.0,0.4
198,resume_000198,job_0199,Diploma,Computer Science,Community College,2022,Masters in Computer Science|5+ years experience,Keras|PyTorch|C#|C++,MongoDB|Data Analysis|PyTorch|Ruby,True,0.5,0.75
199,resume_000199,job_0200,Masters,Information Technology,Princeton University,2021,Diploma in any field,Scrum|CI/CD|Debugging|Git,CI/CD|Git|Agile,False,0.0,0.4
200,resume_000200,job_0201,Doctorate,Software Engineering,Georgia Tech,2010,Masters in Business Administration|5+ years experience,NLP|TensorFlow|PostgreSQL,Java|Tableau|PowerBI|C++|Python,False,0.0,0.4
201,resume_000201,job_0202,MBA,Business Administration,UC Berkeley,2011,Bachelors in Computer Science,Angular|Go|Vue.js,React|Angular|HTML,False,0.0,0.4
202,resume_000202,job_0203,Bachelors,Mechanical Engineering,Tech University,2018,Doctorate in Computer Science|Research experience required|Publications preferred,NoSQL|Go|Tableau,MongoDB|Go|Keras|Computer Vision,False,0.0,0.4
203,resume_000203,job_0204,BTech,English Literature,City College,2021,Bachelors in Computer Science,JavaScript|HTML|Java,CSS|JavaScript|Java|Django|React,False,0.0,0.4
204,resume_000204,job_0205,Bachelors,Information Technology,Local Institute,2005,PhD in Computer Science|Research experience required|Publications preferred,Keras|Scikit-learn|Computer Vision|C++|PostgreSQL,Python|C#|Ruby,False,0.0,0.4
205,resume_000205,job_0206,BTech,Mathematics,Regional University,2024,Masters in Computer Science,Django|Go|Rust,Django|Node.js|Flask|Rust,False,0.0,0.4
206,resume_000206,job_0207,Bachelors,Data Science,University of Texas,2021,Masters in Data Science|5+ years experience,NoSQL|Data Analysis|SQL|Ruby|NLP|Keras|PyTorch,C#|NoSQL|Tableau,True,0.75,1.0
207,resume_000207,job_0208,MBA,Computer Science,Stanford University,2014,Masters in Physics|Research experience required|Publications preferred,Data Analysis|Rust|Scikit-learn|MongoDB|PostgreSQL|C++|Go,Rust|NoSQL|Keras|NLP|C#,False,0.0,0.4
208,resume_000208,job_0209,Associate,Computer Science,State University,2020,Diploma in any field,Git|CI/CD|Scrum|Debugging,Scrum|Git|Agile|Debugging,False,0.0,0.4
209,resume_000209,job_0210,Diploma,Mechanical Engineering,City College,2011,Diploma in any field,CI/CD|Scrum|Git|Agile|Debugging|Testing,CI/CD|Git|Testing|Debugging,False,0.0,0.4
210,resume_000210,job_0211,Associate,Physics,Regional University,2024,Bachelors in Data Science|5+ years experience,Keras|Java|Rust|SQL|Scikit-learn,Tableau|PowerBI|NoSQL|Keras|SQL,False,0.0,0.4
211,resume_000211,job_0212,Doctorate,Computer Science,NYU,2015,Masters in Software Engineering,Java|HTML|JavaScript,C#|Flask|Node.js|HTML,False,0.0,0.4
212,resume_000212,job_0213,High School,Data Science,City College,2012,Bachelors in Business Administration|5+ years experience,Computer Vision|Java|Data Analysis,SQL|PowerBI|Data Analysis,False,0.0,0.4
213,resume_000213,job_0214,Bachelors,Business Administration,State University,2018,Diploma in any field,Agile|Testing|Debugging|Scrum|Git|CI/CD,Debugging|Testing|Scrum|CI/CD,False,0.0,0.4
214,resume_000214,job_0215,Bachelors,Information Technology,Online University,2015,Bachelors in Computer Science,Angular|Flask|Node.js|React|Ruby|Django,Go|C++|HTML|Angular|Node.js,False,0.0,0.4
215,resume_000215,job_0216,Bachelors,Biology,Boston University,2012,Bachelors in Information Technology,CSS|Angular|HTML|Vue.js|Node.js|Go|React,Flask|Django|Python|React,False,0.0,0.4
216,resume_000216,job_0217,Bachelors,Chemistry,Cornell University,2007,Masters in Business Administration|5+ years experience,PostgreSQL|Java|Keras|SQL,Tableau|PostgreSQL|Rust,False,0.0,0.4
217,resume_000217,job_0218,Associate,Finance,Online University,2013,Bachelors in Information Technology,Flask|Django|Vue.js|Ruby|React|Python,React|C++|Angular,False,0.0,0.4
218,resume_000218,job_0219,BSc,Chemistry,University of Maryland,2018,Bachelors in Software Engineering|5+ years experience,SQL|Ruby|JavaScript|Tableau|PostgreSQL,MongoDB|C++|NLP|Java|Computer Vision,False,0.0,0.4
219,resume_000219,job_0220,High School,Electrical Engineering,Engineering College,2006,MBA in Computer Science|5+ years experience,PyTorch|NoSQL|Data Analysis|PostgreSQL|Keras|JavaScript|NLP,Scikit-learn|MongoDB|Rust|Ruby|Tableau,False,0.0,0.4
220,resume_000220,job_0221,Doctorate,Mechanical Engineering,Yale University,2018,Bachelors in Computer Science,Vue.js|Ruby|C#|C++|Angular,CSS|React|Flask|Django|Vue.js,False,0.0,0.4
221,resume_000221,job_0222,Masters,Business Administration,University of Washington,2024,Bachelors in any field,CI/CD|Git|Debugging|Agile|Scrum,Testing|Scrum|CI/CD,False,0.0,0.4
222,resume_000222,job_0223,Bachelors,Electrical Engineering,Technical Institute,2011,Bachelors in Computer Science|5+ years experience,Go|PowerBI|Computer Vision,Go|PostgreSQL|Computer Vision,False,0.0,0.4
223,resume_000223,job_0224,Bachelors,Biology,Engineering College,2010,Bachelors in Computer Science,Java|JavaScript|Django,JavaScript|Angular|Flask|C++,False,0.0,0.4
224,resume_000224,job_0225,BTech,Physics,Online University,2016,Bachelors in any Engineering,JavaScript|Django|Node.js,Java|Node.js|Flask|CSS|Ruby,False,0.0,0.4
225,resume_000225,job_0226,High School,Chemistry,Online University,2011,Doctorate in Artificial Intelligence|Research experience required|Publications preferred,Rust|C#|NLP|PostgreSQL|PyTorch|Tableau|NoSQL,PowerBI|Keras|Python|PostgreSQL|C#,False,0.0,0.4
226,resume_000226,job_0227,MBA,Finance,Purdue University,2011,Bachelors in Information Technology,C#|JavaScript|HTML|C++|Angular|CSS|Django,Ruby|Vue.js|Django,False,0.0,0.4
227,resume_000227,job_0228,Bachelors,Psychology,Technical Institute,2017,Doctorate in Computer Science|Research experience required|Publications preferred,C++|Go|Data Analysis|NoSQL|Scikit-learn,C#|Rust|C++|PyTorch,False,0.0,0.4
228,resume_000228,job_0229,Bachelors,English Literature,City College,2015,Masters in Software Engineering,C#|Angular|HTML|Ruby|Django|Go|JavaScript,Vue.js|C++|Django,False,0.0,0.4
229,resume_000229,job_0230,Bachelors,Biology,Local Institute,2012,Bachelors in Information Technology,C++|JavaScript|Vue.js|Angular|Java|C#,Go|C#|Node.js,True,0.8,1.0
230,resume_000230,job_0231,High School,Finance,University of Maryland,2017,Bachelors in any field,Scrum|Testing|CI/CD|Debugging|Git|Agile,Agile|Testing|Scrum|Git,False,0.0,0.4
231,resume_000231,job_0232,Bachelors,Software Engineering,Purdue University,2007,Bachelors in Computer Science,C#|Node.js|HTML|Rust|Ruby|Python|C++,Rust|Java|C#|Ruby,False,0.0,0.4
232,resume_000232,job_0233,Doctorate,Finance,NYU,2016,Bachelors in Computer Science,C++|Node.js|React|Vue.js|C#,React|Angular|CSS|HTML|JavaScript,False,0.0,0.4
233,resume_000233,job_0234,BSc,Mathematics,Boston University,2024,Diploma in any field,Testing|CI/CD|Scrum|Agile,CI/CD|Testing|Git|Scrum,False,0.0,0.4
234,resume_000234,job_0235,Bachelors,Artificial Intelligence,University of Texas,2010,Bachelors in any field,Scrum|Git|CI/CD|Debugging|Agile|Testing,Testing|Agile|CI/CD,False,0.0,0.4
235,resume_000235,job_0236,Bachelors,Finance,University of Maryland,2006,PhD in Data Science|Research experience required|Publications preferred,MongoDB|NLP|Data Analysis|Python,PyTorch|JavaScript|Go|SQL|NoSQL,False,0.0,0.4
236,resume_000236,job_0237,BTech,Mathematics,Engineering College,2022,Bachelors in Business Administration|5+ years experience,Scikit-learn|SQL|Data Analysis|JavaScript,NLP|PowerBI|C#,False,0.0,0.4
237,resume_000237,job_0238,Bachelors,Business Administration,Purdue University,2013,PhD in Mathematics|Research experience required|Publications preferred,Tableau|PostgreSQL|Python|Computer Vision,Computer Vision|Keras|Java|MongoDB|PowerBI,False,0.0,0.4
238,resume_000238,job_0239,MBA,Chemistry,IIT Delhi,2016,Bachelors in any field,Scrum|CI/CD|Agile|Git,Testing|Debugging|CI/CD|Agile,False,0.0,0.4
239,resume_000239,job_0240,PhD,Mathematics,Purdue University,2011,Bachelors in any Engineering,Flask|Ruby|Java|JavaScript|Go,React|C#|Flask|CSS|Go,False,0.0,0.4
240,resume_000240,job_0241,Diploma,Mathematics,Regional University,2020,MBA in Data Science|5+ years experience,Keras|PostgreSQL|Tableau|NoSQL,PyTorch|Data Analysis|Keras|NLP,False,0.0,0.4
241,resume_000241,job_0242,High School,Chemistry,UCLA,2008,Diploma in any field,Testing|Git|Agile|CI/CD|Debugging|Scrum,CI/CD|Testing|Debugging,False,0.0,0.4
242,resume_000242,job_0243,Bachelors,Mechanical Engineering,Technical Institute,2009,Bachelors in any field,CI/CD|Git|Agile|Scrum|Debugging|Testing,Testing|Debugging|Agile,False,0.0,0.4
243,resume_000243,job_0244,High School,Computer Science,UCLA,2009,Bachelors in any Engineering,Django|Angular|C++|React|Python|Java,Angular|Node.js|Flask,False,0.0,0.4
244,resume_000244,job_0245,High School,Mathematics,Penn State,2017,Bachelors in any field,CI/CD|Testing|Git|Scrum,Testing|Scrum|Debugging,False,0.0,0.4
245,resume_000245,job_0246,Masters,English Literature,Yale University,2023,Masters in Information Technology,CSS|Django|C++|HTML|Ruby|Rust|Vue.js,Python|Rust|Java|C#|Flask,False,0.0,0.4
246,resume_000246,job_0247,Bachelors,Physics,NUS Singapore,2013,Bachelors in any Engineering,Python|Node.js|Flask|C#|C++|Django|Java,Vue.js|Java|React|JavaScript,False,0.0,0.4
247,resume_000247,job_0248,Bachelors,English Literature,Regional University,2012,MBA in Software Engineering|5+ years experience,Rust|TensorFlow|Go|PowerBI,Rust|Tableau|Keras,False,0.0,0.4
248,resume_000248,job_0249,PhD,English Literature,Stanford University,2020,Bachelors in any Engineering,CSS|Ruby|Angular,CSS|HTML|Angular|C#,False,0.0,0.4
249,resume_000249,job_0250,BSc,Mechanical Engineering,City College,2022,Masters in Mathematics|Research experience required|Publications preferred,PostgreSQL|Java|MongoDB|Keras|NLP|Ruby,C++|MongoDB|SQL|Scikit-learn,False,0.0,0.4
250,resume_000250,job_0251,Bachelors,Computer Science,City College,2016,Masters in Software Engineering,Ruby|React|C#|C++|Flask,Vue.js|Ruby|JavaScript|Rust,False,0.0,0.4
251,resume_000251,job_0252,BSc,Electrical Engineering,Online University,2014,Bachelors in any field,Debugging|Scrum|Agile,CI/CD|Debugging|Agile|Git|Scrum,False,0.0,0.4
252,resume_000252,job_0253,Bachelors,Mechanical Engineering,Penn State,2012,Diploma in any field,Scrum|Testing|Git|Agile|CI/CD,Agile|Git|Debugging|CI/CD|Scrum,False,0.0,0.4
253,resume_000253,job_0254,Bachelors,Business Administration,Community College,2014,Diploma in any field,CI/CD|Git|Scrum,Testing|Agile|Debugging|CI/CD|Scrum,False,0.0,0.4
254,resume_000254,job_0255,BTech,Chemistry,NUS Singapore,2017,Bachelors in Information Technology,Ruby|Vue.js|Django|CSS,Django|Flask|Java|HTML,False,0.0,0.4
255,resume_000255,job_0256,Masters,Electrical Engineering,Boston University,2014,Diploma in any field,Scrum|Testing|CI/CD|Agile|Git|Debugging,Agile|Debugging|Scrum,False,0.0,0.4
256,resume_000256,job_0257,High School,Data Science,UCLA,2008,Bachelors in any field,Testing|Git|Debugging|Agile|CI/CD|Scrum,CI/CD|Scrum|Agile|Git|Debugging,False,0.0,0.4
257,resume_000257,job_0258,High School,Electrical Engineering,Local Institute,2008,Diploma in any field,Debugging|Testing|Agile|Scrum,CI/CD|Testing|Debugging|Scrum|Agile,False,0.0,0.4
258,resume_000258,job_0259,Bachelors,Chemistry,Tech University,2017,Bachelors in Computer Science,Python|CSS|React|Django|JavaScript,Angular|Rust|React|Python,False,0.0,0.4
259,resume_000259,job_0260,High School,Mechanical Engineering,City College,2005,Diploma in any field,Testing|CI/CD|Debugging|Git|Scrum|Agile,Agile|Scrum|Git|Debugging,False,0.0,0.4
260,resume_000260,job_0261,Bachelors,Finance,Regional University,2014,Diploma in any field,Git|Agile|Testing|CI/CD,Debugging|CI/CD|Testing,False,0.0,0.4
261,resume_000261,job_0262,High School,Finance,University of Texas,2005,Masters in Computer Science,Python|C++|Java|JavaScript|CSS|Rust,Vue.js|Go|C#,False,0.0,0.4
262,resume_000262,job_0263,High School,Chemistry,University of Michigan,2009,Bachelors in any Engineering,Ruby|C++|Flask|C#|Go|Python,Rust|Go|Django,False,0.0,0.4
263,resume_000263,job_0264,Masters,Software Engineering,Local Institute,2021,Bachelors in any field,Debugging|Scrum|Testing|Git|CI/CD|Agile,CI/CD|Scrum|Agile|Debugging,False,0.0,0.4
264,resume_000264,job_0265,Doctorate,Data Science,Oxford University,2020,PhD in Data Science|Research experience required|Publications preferred,C++|NLP|Rust|Python|Java|NoSQL|Keras,C#|Keras|JavaScript|Rust|Ruby,True,0.8,1.0
265,resume_000265,job_0266,BSc,English Literature,State University,2010,Bachelors in Computer Science|5+ years experience,NoSQL|Rust|Scikit-learn|PostgreSQL,Keras|SQL|Go|Python|NLP,False,0.0,0.4
266,resume_000266,job_0267,BSc,English Literature,University of Michigan,2017,Diploma in any field,Testing|Agile|Scrum|Debugging,CI/CD|Scrum|Agile|Git|Testing,False,0.0,0.4
267,resume_000267,job_0268,High School,Physics,Engineering College,2005,Diploma in any field,Debugging|Git|CI/CD|Testing|Agile,Agile|Testing|Scrum|Debugging|CI/CD,False,0.0,0.4
268,resume_000268,job_0269,Diploma,Data Science,Tech University,2018,PhD in Artificial Intelligence|Research experience required|Publications preferred,Go|C++|NoSQL,C++|Java|Data Analysis,False,0.0,0.4
269,resume_000269,job_0270,Diploma,Physics,Local Institute,2018,Diploma in any field,Agile|Testing|Git|CI/CD|Scrum,CI/CD|Git|Debugging|Scrum|Testing,False,0.0,0.4
270,resume_000270,job_0271,BTech,Psychology,NYU,2022,Diploma in any field,Scrum|Git|Agile,Git|Debugging|Agile|Scrum|CI/CD,False,0.0,0.4
271,resume_000271,job_0272,Doctorate,Mathematics,Boston University,2012,Diploma in any field,Scrum|CI/CD|Testing|Git|Debugging|Agile,CI/CD|Testing|Scrum|Debugging|Git,False,0.0,0.4
272,resume_000272,job_0273,Associate,Business Administration,Community College,2024,Masters in Information Technology,Vue.js|Angular|C++|HTML|React|Flask,React|Ruby|Rust|Flask,False,0.0,0.4
273,resume_000273,job_0274,Bachelors,English Literature,State University,2009,Masters in Business Administration|5+ years experience,TensorFlow|PostgreSQL|MongoDB,Data Analysis|PowerBI|C#|C++|Java,False,0.0,0.4
274,resume_000274,job_0275,Bachelors,Information Technology,Community College,2024,MBA in Business Administration|5+ years experience,Data Analysis|NLP|PowerBI,JavaScript|Scikit-learn|NoSQL,False,0.0,0.4
275,resume_000275,job_0276,Bachelors,Chemistry,Tech University,2005,Masters in Information Technology,C++|Flask|Django|CSS|Node.js|Vue.js,Python|Vue.js|Django|HTML|Go,False,0.0,0.4
276,resume_000276,job_0277,Bachelors,Finance,University of Texas,2005,Bachelors in any Engineering,JavaScript|C++|Go|C#|Flask|CSS|Vue.js,JavaScript|Rust|Angular|Node.js,False,0.0,0.4
277,resume_000277,job_0278,Masters,Data Science,UC Berkeley,2018,Masters in Data Science|5+ years experience,Go|NoSQL|NLP|PowerBI|MongoDB|Rust|C++,TensorFlow|Computer Vision|Scikit-learn,True,0.8,1.0
278,resume_000278,job_0279,Associate,Data Science,Tech University,2020,Masters in Computer Science,Node.js|Angular|Vue.js|Python|C#,Node.js|Angular|Flask,False,0.0,0.4
279,resume_000279,job_0280,BTech,Computer Science,University of Washington,2013,Bachelors in Computer Science|5+ years experience,Java|Rust|C#,Python|Scikit-learn|C++|PyTorch,True,0.75,1.0
280,resume_000280,job_0281,High School,Finance,Technical Institute,2008,Bachelors in any field,Testing|Debugging|Git|Agile|CI/CD|Scrum,Agile|Testing|Scrum|Git,False,0.0,0.4
281,resume_000281,job_0282,Bachelors,Psychology,Tech University,2005,Masters in Computer Science,C++|HTML|Ruby|Rust|Angular|React,Ruby|C++|React,False,0.0,0.4
282,resume_000282,job_0283,Masters,Computer Science,University of Washington,2024,Masters in Information Technology,Python|Ruby|Vue.js|HTML,Angular|C++|React|C#,False,0.0,0.4
283,resume_000283,job_0284,MBA,English Literature,IIT Bombay,2010,Bachelors in Computer Science,Django|Vue.js|JavaScript|Java|Node.js,Rust|Go|C++|Angular,False,0.0,0.4
284,resume_000284,job_0285,Masters,English Literature,University of Maryland,2015,Masters in Software Engineering|5+ years experience,PostgreSQL|Go|C#|PyTorch|MongoDB|Data Analysis|Tableau,PowerBI|Data Analysis|Ruby,False,0.0,0.4
285,resume_000285,job_0286,Masters,Artificial Intelligence,Community College,2023,Doctorate in Mathematics|Research experience required|Publications preferred,PyTorch|SQL|TensorFlow|C#|Go|C++,Ruby|Python|TensorFlow,False,0.0,0.4
286,resume_000286,job_0287,High School,Physics,NYU,2006,Bachelors in any Engineering,CSS|Node.js|Vue.js|Ruby|JavaScript|Go|Rust,C#|JavaScript|C++|Flask,False,0.0,0.4
287,resume_000287,job_0288,Bachelors,Physics,University of Washington,2006,MBA in Data Science|5+ years experience,SQL|Rust|Computer Vision|NLP|Java,NLP|Scikit-learn|PowerBI|PostgreSQL|MongoDB,False,0.0,0.4
